lat;lon;Omset.Penjualan;Jarak Ke Indomaret
-7.27694;112.72444;1000000;0.000262015
-7.28111;112.72778;1000000;0.000419385
-7.30361;112.76417;80000;0.001348644
-7.3025;112.76306;400000;0.00139575
-7.29083;112.76056;500000;0.000499026
-7.33278;112.76583;100000;0.001155014
-7.33222;112.76667;200000;0.001101409
-7.305;112.76444;300000;0.001370899
-7.238;112.629;15000000;0.000124769
-7.236;112.609;400000;7.99E-05
-7.243;112.63;300000;0.000186825
-7.2367;112.628;150000;0.000101682
-7.237;112.628;500000;0.000101825
-7.22361;112.7525;500000;7.70E-05
-7.223;112.7548;9000000;5.63E-05
-7.245;112.7675;300000;0.000993414
-7.2225;112.755;150000;4.87E-05
-7.22278;112.75194;5000000;6.88E-05
-7.22667;112.7475;150000;0.00019645
-7.21333;112.7525;500000;1.82E-05
-7.28028;112.78889;500000;0.000175212
-7.28056;112.78833;1000000;0.000180706
-7.24694;112.72694;100000;2.11E-05
-7.27278;112.72611;2000000;0.000144657
-7.33389;112.76972;1500000;0.000902799
-7.31806;112.77528;20000000;0.000175152
-7.27167;112.75333;4000000;4.00E-05
-7.32028;112.77694;1000000;0.000112484
-7.24556;112.72667;200000;3.06E-05
-7.27194;112.7575;6000000;0.000108418
-7.27361;112.72611;1000000;0.000165269
-7.27278;112.72583;1000000;0.0001443
-7.27306;112.72528;400000;0.000150856
-7.28139;112.76472;400000;0.000774369
-7.27222;112.72694;100000;0.000133506
-7.27833;112.72528;100000;0.000308083
-7.27278;112.72556;100000;0.000144105
-7.2725;112.75333;10000000;3.86E-05
-7.2825;112.78778;1500000;0.000160043
-7.27806;112.72472;50000;0.000299051
-7.27778;112.725;300000;0.000289187
-7.27833;112.725;175000;0.000308192
-7.27861;112.725;150000;0.000318099
-7.28222;112.78556;4000000;0.000215211
-7.27972;112.71833;500000;0.000407854
-7.27972;112.71806;900000;0.000411709
-7.27833;112.71806;9;0.000360982
-7.26278;112.71917;1000000;4.20E-05
-7.27889;112.71778;500000;0.000385105
-7.27806;112.71944;3000000;0.000333407
-7.26333;112.72083;1000000;2.68E-05
-7.27722;112.7275;25000;0.000275041
-7.26306;112.77528;50000;0.000567152
-7.26122;112.76625;100000;0.000534021
-7.29028;112.76028;700000;0.000472248
-7.24417;112.7325;600000;2.39E-05
-7.22667;112.74222;600000;0.000315262
-7.22583;112.74444;500000;0.000240641
-7.23639;112.74278;3750000;0.000609481
-7.22611;112.74278;500000;0.000287945
-7.23639;112.74306;900000;0.000602094
-7.23361;112.74278;20000000;0.000501679
-7.22972;112.74444;50000;0.000335276
-7.22583;112.74694;2000000;0.000188535
-7.31778;112.75861;2000000;5.34E-05
-7.31778;112.76028;10000000;3.44E-05
-7.33488;112.74447;250000;0.000842547
-7.32083;112.77611;1000000;0.000122069
-7.31083;112.77556;200000;0.000335973
-7.31778;112.77528;300000;0.000179661
-7.3175;112.77583;3000000;0.00017296
-7.34306;112.72611;1500000;0.000204314
-7.32611;112.76889;200000;0.000288981
-7.32333;112.75806;300000;0.00012808
-7.25222;112.76306;300000;0.000277523
-7.25194;112.76194;6000000;0.000295196
-7.31028;112.795;1500000;0.000329258
-7.32806;112.77028;400000;0.000247996
-7.34278;112.725;1500000;0.000190385
-7.27833;112.72722;1000000;0.00031164
-7.31611;112.76861;1000000;0.000395823
-7.33222;112.70917;700000;5.54E-06
-7.25889;112.6475;6000000;0.001165489
-7.30972;112.71944;3000000;0.000731642
-7.32139;112.77694;500000;0.000101079
-7.32167;112.77694;300000;9.86E-05
-7.32139;112.77667;300000;0.000105985
-7.25278;112.76472;5000000;0.000260119
-7.32083;112.77694;300000;0.000106525
-7.27472;112.72444;800000;0.000195184
-7.28083;112.7125;1000000;0.000566786
-7.33778;112.80167;500000;1.20E-05
